Molality,Osmotic Coefficient,Osmotic Coefficient Error,Osmotic Pressure,Osmotic Pressure Error
0.1,0.9543665139568411,0.005903235943683027,4.762574556512303,0.07160385585673357
0.2,0.9563248300775721,0.006344926540553519,9.546246548120322,0.10106161487305432
0.3,0.9604279233345516,0.00603551444725392,14.366393550418948,0.11390878797490078
0.4,0.9651623587876299,0.005628333953761111,19.264536887968806,0.12620689097765236
0.5,0.9701035559861756,0.004932032525204855,24.186330489229217,0.13164898220786192
0.6,0.9752316013931057,0.004022444844368589,29.23626041718966,0.13872866604881295
0.7,0.9803592210114046,0.003686053842847592,34.27767211025428,0.159676729803639
0.8,0.9855281315090942,0.0036982835738627595,39.371268331217244,0.1768189748942639
0.9,0.9907627625676304,0.004012100092094573,44.549053001728446,0.1946878230272553
1.0,0.9959698195786064,0.00461027472346609,49.72111827683652,0.22722516560952855
1.2,1.0065617071622464,0.006178602329150573,60.306093725337995,0.32474928406153936
1.4,1.0172979904835244,0.007529685228571559,71.11255595303321,0.42932884848896435
1.6,1.0281817536889344,0.009142115379765503,82.13232980392704,0.5884465003588417
1.8,1.0392981788451023,0.010790231174964138,93.44250900933098,0.796579549539743
2.0,1.0505449271737275,0.012147346280836357,104.93209189397118,1.0604763399595285
2.5,1.0795581175252462,0.01495700844854797,134.74902899818048,1.992711331538601
3.0,1.0802513740602597,0.015015436597143217,135.4642998337728,2.0203271128654734
3.5,1.0802513740602597,0.015015436597143217,135.4642998337728,2.0203271128654734
4.0,1.0802513740602597,0.015015436597143217,135.4642998337728,2.0203271128654734
4.5,1.0802513740602597,0.015015436597143217,135.4642998337728,2.0203271128654734
5.0,1.0802513740602597,0.015015436597143217,135.4642998337728,2.0203271128654734
5.5,1.0802513740602597,0.015015436597143217,135.4642998337728,2.0203271128654734
6.0,1.0802513740602597,0.015015436597143217,135.4642998337728,2.0203271128654734
