Molality,Osmotic Coefficient,Osmotic Coefficient Error,Osmotic Pressure,Osmotic Pressure Error
0.1,0.863202644355312,0.0008635852288021439,4.304152515879078,0.029839425212669912
0.2,0.8111140497118373,0.0019877849147415527,8.050086517097629,0.05105119418353965
0.3,0.7718326007313998,0.003117010235951456,11.434118871979562,0.06784095728393513
0.4,0.7380397595052962,0.0038494284902544917,14.543004206463626,0.07954454050291648
0.5,0.7070676079744026,0.005045160496378098,17.419583034400674,0.09823680379091648
0.6,0.6782224059960779,0.005801954993699676,20.00190582456826,0.11829977143496251
0.7,0.6498297065768508,0.006205099860352337,22.37038911654206,0.14737436806461446
0.8,0.6226643417594805,0.006376415284746473,24.41202272427194,0.19127762751684685
0.9,0.5954496260391735,0.005583942461007185,26.199823315305604,0.2952489193254184
1.0,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
1.2,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
1.4,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
1.6,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
2.0,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
2.5,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
3.0,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
3.5,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
4.0,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
4.5,0.5949847527982519,0.005547354613031685,26.228949790757657,0.2947981535880295
