Molality,Osmotic Coefficient,Osmotic Coefficient Error,Osmotic Pressure,Osmotic Pressure Error
0.1,0.9919850931315128,4.212540027248579e-05,4.945889831192006,0.014560933107856666
0.2,0.9839953649891342,8.490425153873105e-05,9.812893077626624,0.028476809170888906
0.3,0.9760313608372373,0.00012834114972160027,14.601038904029906,0.04178593014995702
0.4,0.9680709665687722,0.00017255983563768673,19.323738436504584,0.054562093411401946
0.5,0.9601724892219752,0.00021723378428334383,23.94694604514572,0.06670892557967356
0.6,0.9522013544461861,0.00026313254664428465,28.54906588784046,0.07845998314938285
0.7,0.9443325281368231,0.00030925009415050386,33.02919956945205,0.08957896157746248
0.8,0.9364927088676571,0.00035600101086391556,37.43041571821187,0.10021640473000559
0.9,0.9287183336859656,0.0004031577289868027,41.73315004247139,0.11040672336097757
1.0,0.9208994297388912,0.00045138734850058704,45.99828054991077,0.1202570057238539
1.2,0.9054640558389365,0.0005489688391677738,54.23392499882739,0.13864245017430932
1.4,0.8900659897885692,0.0006498032674291387,62.20446771571591,0.15593122163904383
1.6,0.8747758515430571,0.000753366101165609,69.87493283976818,0.1719897089550102
1.8,0.8595828231258666,0.0008598839312349282,77.2537543937237,0.1870081421674925
2.0,0.8444500160168827,0.0009685317693758355,84.36070776218398,0.2012050316886942
2.5,0.8073181841355856,0.0012491791807725527,100.76094963733028,0.2339855076041033
3.0,0.7706569214308421,0.0015443215011435862,115.48236397082437,0.265927600956708
3.5,0.7348989827775022,0.0018354972276981019,128.40376069259068,0.3007308957148638
4.0,0.6996052900397072,0.00212414829989499,139.73594113365482,0.34593898165334735
4.5,0.6650570266130461,0.002387829152673382,149.43127431049564,0.405316007543405
5.0,0.631176158633751,0.0026392142886158543,157.56658463697894,0.48140662661377576
5.5,0.5978640123824932,0.0028385665731140985,164.20973812052176,0.5753530429994953
6.0,0.5653079444927046,0.002934201958475713,169.37297000363688,0.6819091362592644
